image_path,signed_speedA,signed_speedB,behaviorA,behaviorB,behavior,time_in_ms,record,source
DataSet/Record_2025-08-08_19-36-02/Images/1754674883156.png,21.5,21.5,FORWARD,FORWARD,FORWARD,1754674883156,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883203.png,18.1,18.1,FORWARD,FORWARD,FORWARD,1754674883203,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883246.png,15.1,15.1,FORWARD,FORWARD,FORWARD,1754674883246,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883298.png,11.4,11.4,FORWARD,FORWARD,FORWARD,1754674883298,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883349.png,0.0,0.0,STOP,STOP,STOP,1754674883349,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674883471.png,0.0,0.0,STOP,STOP,STOP,1754674883471,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883487.png,0.0,0.0,STOP,STOP,STOP,1754674883487,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674883610.png,0.0,4.1,STOP,FORWARD,LEFT,1754674883610,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883624.png,0.0,7.7,STOP,FORWARD,LEFT,1754674883624,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883639.png,0.0,11.5,STOP,FORWARD,LEFT,1754674883639,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883654.png,0.0,15.3,STOP,FORWARD,LEFT,1754674883654,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883682.png,0.0,50.0,STOP,FORWARD,LEFT,1754674883682,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674883805.png,0.4,50.0,FORWARD,FORWARD,FORWARD,1754674883805,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883823.png,0.9,50.0,FORWARD,FORWARD,FORWARD,1754674883823,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883839.png,1.4,50.0,FORWARD,FORWARD,FORWARD,1754674883839,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883889.png,2.8,50.0,FORWARD,FORWARD,FORWARD,1754674883889,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883933.png,4.0,50.0,FORWARD,FORWARD,FORWARD,1754674883933,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674883988.png,5.5,50.0,FORWARD,FORWARD,FORWARD,1754674883988,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884028.png,6.7,50.0,FORWARD,FORWARD,FORWARD,1754674884028,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884095.png,8.5,50.0,FORWARD,FORWARD,FORWARD,1754674884095,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884123.png,9.3,50.0,FORWARD,FORWARD,FORWARD,1754674884123,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884171.png,10.7,50.0,FORWARD,FORWARD,FORWARD,1754674884171,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884222.png,12.1,50.0,FORWARD,FORWARD,FORWARD,1754674884222,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884269.png,13.4,50.0,FORWARD,FORWARD,FORWARD,1754674884269,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884312.png,14.6,50.0,FORWARD,FORWARD,FORWARD,1754674884312,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884370.png,16.2,50.0,FORWARD,FORWARD,FORWARD,1754674884370,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884416.png,17.5,50.0,FORWARD,FORWARD,FORWARD,1754674884416,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884456.png,18.6,50.0,FORWARD,FORWARD,FORWARD,1754674884456,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884503.png,20.0,50.0,FORWARD,FORWARD,FORWARD,1754674884503,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884542.png,21.1,50.0,FORWARD,FORWARD,FORWARD,1754674884542,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884591.png,22.4,50.0,FORWARD,FORWARD,FORWARD,1754674884591,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884633.png,23.6,50.0,FORWARD,FORWARD,FORWARD,1754674884633,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884670.png,24.6,50.0,FORWARD,FORWARD,FORWARD,1754674884670,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884715.png,25.9,50.0,FORWARD,FORWARD,FORWARD,1754674884715,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884759.png,27.1,50.0,FORWARD,FORWARD,FORWARD,1754674884759,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884810.png,28.6,50.0,FORWARD,FORWARD,FORWARD,1754674884810,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884851.png,29.7,50.0,FORWARD,FORWARD,FORWARD,1754674884851,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884893.png,30.9,50.0,FORWARD,FORWARD,FORWARD,1754674884893,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884934.png,32.0,50.0,FORWARD,FORWARD,FORWARD,1754674884934,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674884978.png,33.3,50.0,FORWARD,FORWARD,FORWARD,1754674884978,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885023.png,34.5,50.0,FORWARD,FORWARD,FORWARD,1754674885023,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885065.png,35.7,50.0,FORWARD,FORWARD,FORWARD,1754674885065,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885113.png,37.0,50.0,FORWARD,FORWARD,FORWARD,1754674885113,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885157.png,38.3,50.0,FORWARD,FORWARD,FORWARD,1754674885157,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885196.png,39.4,50.0,FORWARD,FORWARD,FORWARD,1754674885196,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885239.png,40.6,50.0,FORWARD,FORWARD,FORWARD,1754674885239,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885283.png,41.8,50.0,FORWARD,FORWARD,FORWARD,1754674885283,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885327.png,43.0,50.0,FORWARD,FORWARD,FORWARD,1754674885327,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885372.png,44.3,50.0,FORWARD,FORWARD,FORWARD,1754674885372,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885420.png,45.6,50.0,FORWARD,FORWARD,FORWARD,1754674885420,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674885468.png,50.0,50.0,FORWARD,FORWARD,FORWARD,1754674885468,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674885591.png,50.0,50.0,FORWARD,FORWARD,FORWARD,1754674885591,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674885868.png,50.0,50.0,FORWARD,FORWARD,FORWARD,1754674885868,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674886128.png,48.6,50.0,FORWARD,FORWARD,FORWARD,1754674886128,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886142.png,46.5,50.0,FORWARD,FORWARD,FORWARD,1754674886142,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886155.png,44.5,50.0,FORWARD,FORWARD,FORWARD,1754674886155,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886169.png,42.3,50.0,FORWARD,FORWARD,FORWARD,1754674886169,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886183.png,40.2,50.0,FORWARD,FORWARD,FORWARD,1754674886183,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886197.png,38.0,50.0,FORWARD,FORWARD,FORWARD,1754674886197,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886211.png,35.9,50.0,FORWARD,FORWARD,FORWARD,1754674886211,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886224.png,33.9,50.0,FORWARD,FORWARD,FORWARD,1754674886224,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886238.png,31.7,50.0,FORWARD,FORWARD,FORWARD,1754674886238,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886265.png,27.6,50.0,FORWARD,FORWARD,FORWARD,1754674886265,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886279.png,25.5,50.0,FORWARD,FORWARD,FORWARD,1754674886279,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886293.png,23.3,50.0,FORWARD,FORWARD,FORWARD,1754674886293,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886307.png,21.2,50.0,FORWARD,FORWARD,FORWARD,1754674886307,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886321.png,19.0,50.0,FORWARD,FORWARD,FORWARD,1754674886321,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886335.png,0.0,50.0,STOP,FORWARD,LEFT,1754674886335,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674886461.png,0.0,49.2,STOP,FORWARD,LEFT,1754674886461,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886473.png,0.0,48.5,STOP,FORWARD,LEFT,1754674886473,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886486.png,0.0,47.9,STOP,FORWARD,LEFT,1754674886486,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886498.png,0.0,47.3,STOP,FORWARD,LEFT,1754674886498,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886513.png,0.0,46.5,STOP,FORWARD,LEFT,1754674886513,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886543.png,0.0,44.9,STOP,FORWARD,LEFT,1754674886543,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886590.png,0.0,42.5,STOP,FORWARD,LEFT,1754674886590,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886645.png,0.0,39.6,STOP,FORWARD,LEFT,1754674886645,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886687.png,0.0,37.5,STOP,FORWARD,LEFT,1754674886687,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886737.png,0.0,34.9,STOP,FORWARD,LEFT,1754674886737,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886788.png,0.0,32.2,STOP,FORWARD,LEFT,1754674886788,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886826.png,0.0,30.3,STOP,FORWARD,LEFT,1754674886826,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886877.png,0.0,27.6,STOP,FORWARD,LEFT,1754674886877,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886927.png,0.0,25.0,STOP,FORWARD,LEFT,1754674886927,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674886981.png,0.0,22.2,STOP,FORWARD,LEFT,1754674886981,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887021.png,0.0,20.2,STOP,FORWARD,LEFT,1754674887021,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887073.png,0.0,17.5,STOP,FORWARD,LEFT,1754674887073,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887124.png,0.0,14.8,STOP,FORWARD,LEFT,1754674887124,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887169.png,0.0,12.5,STOP,FORWARD,LEFT,1754674887169,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887211.png,0.0,10.3,STOP,FORWARD,LEFT,1754674887211,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887261.png,0.0,7.7,STOP,FORWARD,LEFT,1754674887261,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887307.png,0.0,0.0,STOP,STOP,STOP,1754674887307,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674887423.png,0.0,0.0,STOP,STOP,STOP,1754674887423,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674887560.png,-4.6,-4.6,BACKWARD,BACKWARD,BACKWARD,1754674887560,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887572.png,-8.3,-8.3,BACKWARD,BACKWARD,BACKWARD,1754674887572,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887585.png,-50.0,-50.0,BACKWARD,BACKWARD,BACKWARD,1754674887585,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674887720.png,-48.7,-48.7,BACKWARD,BACKWARD,BACKWARD,1754674887720,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887734.png,-47.3,-47.3,BACKWARD,BACKWARD,BACKWARD,1754674887734,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887748.png,-45.8,-45.8,BACKWARD,BACKWARD,BACKWARD,1754674887748,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887789.png,-41.5,-41.5,BACKWARD,BACKWARD,BACKWARD,1754674887789,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887874.png,-32.7,-32.7,BACKWARD,BACKWARD,BACKWARD,1754674887874,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887910.png,-28.9,-28.9,BACKWARD,BACKWARD,BACKWARD,1754674887910,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887950.png,-24.7,-24.7,BACKWARD,BACKWARD,BACKWARD,1754674887950,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674887997.png,-19.8,-19.8,BACKWARD,BACKWARD,BACKWARD,1754674887997,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888050.png,-14.3,-14.3,BACKWARD,BACKWARD,BACKWARD,1754674888050,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888104.png,0.0,0.0,STOP,STOP,STOP,1754674888104,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674888199.png,0.0,0.0,STOP,STOP,STOP,1754674888199,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888213.png,0.0,0.0,STOP,STOP,STOP,1754674888213,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888226.png,0.0,0.0,STOP,STOP,STOP,1754674888226,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888272.png,0.0,0.0,STOP,STOP,STOP,1754674888272,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888323.png,0.0,0.0,STOP,STOP,STOP,1754674888323,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674888439.png,0.0,3.9,STOP,FORWARD,LEFT,1754674888439,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888454.png,0.0,7.9,STOP,FORWARD,LEFT,1754674888454,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888467.png,0.0,11.3,STOP,FORWARD,LEFT,1754674888467,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888507.png,0.0,50.0,STOP,FORWARD,LEFT,1754674888507,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674888628.png,0.0,49.3,STOP,FORWARD,LEFT,1754674888628,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888645.png,0.0,48.4,STOP,FORWARD,LEFT,1754674888645,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888823.png,0.0,38.7,STOP,FORWARD,LEFT,1754674888823,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888868.png,0.0,36.2,STOP,FORWARD,LEFT,1754674888868,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888916.png,0.0,33.6,STOP,FORWARD,LEFT,1754674888916,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674888961.png,0.0,31.1,STOP,FORWARD,LEFT,1754674888961,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889002.png,0.0,28.9,STOP,FORWARD,LEFT,1754674889002,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889038.png,0.0,26.9,STOP,FORWARD,LEFT,1754674889038,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889131.png,0.0,21.9,STOP,FORWARD,LEFT,1754674889131,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889178.png,0.0,19.3,STOP,FORWARD,LEFT,1754674889178,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889225.png,0.0,16.7,STOP,FORWARD,LEFT,1754674889225,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889262.png,0.0,14.7,STOP,FORWARD,LEFT,1754674889262,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889308.png,0.0,12.2,STOP,FORWARD,LEFT,1754674889308,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889353.png,0.0,9.8,STOP,FORWARD,LEFT,1754674889353,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889393.png,0.0,0.0,STOP,STOP,STOP,1754674889393,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674889545.png,0.0,0.0,STOP,STOP,STOP,1754674889545,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674889682.png,5.1,5.1,FORWARD,FORWARD,FORWARD,1754674889682,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889694.png,50.0,50.0,FORWARD,FORWARD,FORWARD,1754674889694,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674889826.png,47.9,50.0,FORWARD,FORWARD,FORWARD,1754674889826,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889838.png,46.0,50.0,FORWARD,FORWARD,FORWARD,1754674889838,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889877.png,39.8,50.0,FORWARD,FORWARD,FORWARD,1754674889877,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889898.png,36.5,50.0,FORWARD,FORWARD,FORWARD,1754674889898,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674889936.png,30.4,50.0,FORWARD,FORWARD,FORWARD,1754674889936,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890004.png,19.6,50.0,FORWARD,FORWARD,FORWARD,1754674890004,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890023.png,0.0,50.0,STOP,FORWARD,LEFT,1754674890023,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674890142.png,0.9,50.0,FORWARD,FORWARD,FORWARD,1754674890142,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890155.png,1.6,50.0,FORWARD,FORWARD,FORWARD,1754674890155,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890167.png,2.3,50.0,FORWARD,FORWARD,FORWARD,1754674890167,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890198.png,4.1,50.0,FORWARD,FORWARD,FORWARD,1754674890198,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890245.png,6.7,50.0,FORWARD,FORWARD,FORWARD,1754674890245,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890280.png,8.7,50.0,FORWARD,FORWARD,FORWARD,1754674890280,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890331.png,11.7,50.0,FORWARD,FORWARD,FORWARD,1754674890331,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890369.png,13.8,50.0,FORWARD,FORWARD,FORWARD,1754674890369,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890412.png,16.3,50.0,FORWARD,FORWARD,FORWARD,1754674890412,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890457.png,18.9,50.0,FORWARD,FORWARD,FORWARD,1754674890457,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890500.png,21.3,50.0,FORWARD,FORWARD,FORWARD,1754674890500,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890543.png,23.8,50.0,FORWARD,FORWARD,FORWARD,1754674890543,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890582.png,26.0,50.0,FORWARD,FORWARD,FORWARD,1754674890582,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890626.png,28.5,50.0,FORWARD,FORWARD,FORWARD,1754674890626,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890669.png,31.0,50.0,FORWARD,FORWARD,FORWARD,1754674890669,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890714.png,33.5,50.0,FORWARD,FORWARD,FORWARD,1754674890714,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890760.png,36.2,50.0,FORWARD,FORWARD,FORWARD,1754674890760,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890808.png,38.9,50.0,FORWARD,FORWARD,FORWARD,1754674890808,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890861.png,41.9,50.0,FORWARD,FORWARD,FORWARD,1754674890861,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674890911.png,50.0,50.0,FORWARD,FORWARD,FORWARD,1754674890911,Record_2025-08-08_19-36-02_seq3,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674891017.png,49.2,49.2,FORWARD,FORWARD,FORWARD,1754674891017,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674891030.png,48.4,48.4,FORWARD,FORWARD,FORWARD,1754674891030,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674891042.png,47.7,47.7,FORWARD,FORWARD,FORWARD,1754674891042,Record_2025-08-08_19-36-02_seq3,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674891068.png,46.3,46.3,FORWARD,FORWARD,FORWARD,1754674891068,Record_2025-08-08_19-36-02_seq3,interp
